,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y,lats_longs_animals
92,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE,[-37.40634785  -5.57206981]
93,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES,[-39.54245405 -18.86300111]
94,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA,[-44.82337127   0.2383158 ]
95,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA,[-45.98999264  -0.72423902]
96,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB,[-37.53358635  -4.36847674]
97,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE,[-37.8714774  -7.127238 ]
98,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI,[-39.55101621  -4.50539573]
99,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR,[-52.34078877 -24.3569044 ]
100,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ,[-42.16430133 -21.9596029 ]
101,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN,[-34.60551284  -4.82189763]
102,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS,[-50.25867864 -30.30143166]
103,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC,[-47.95487915 -26.46073418]
104,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE,[-35.49065457 -10.94537716]
105,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP,[-46.60745217 -22.93042585]
106,292,Fauna,Peixes Continentais,Characidae,Astyanax eremus,"Lambari, Piaba",Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Sim,Não,2.0,Sim,PR,PR,[-50.23833679 -25.60703581]
107,293,Fauna,Peixes Continentais,Characidae,Astyanax gymnogenys,Lambari ,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,PR; SC,PR,[-53.82840511 -24.00773173]
108,293,Fauna,Peixes Continentais,Characidae,Astyanax gymnogenys,Lambari ,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,PR; SC,SC,[-49.85931248 -28.68334985]
109,294,Fauna,Peixes Continentais,Characidae,Astyanax jordanensis,Lambari ,Vulnerável (VU),VU,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PR,PR,[-50.31821187 -25.82416626]
110,300,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus lazzarotoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ,RJ,[-42.52839273 -21.72356317]
111,301,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus maricensis,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Mineracao; Outras Atividades Econômicas:Transporte,Não,Não,Não,1.0,Sim,RJ,RJ,[-41.66634935 -22.03258305]
112,302,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus nudiventris,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Sim,Não,Não,1.0,Sim,ES,ES,[-40.34521476 -17.58493273]
113,303,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus simplicis,Peixe-anual,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ; SP,RJ,[-42.43229805 -22.01561368]
114,303,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus simplicis,Peixe-anual,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ; SP,SP,[-45.21332302 -23.35074004]
115,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,RS,[-48.01962846 -27.07494995]
116,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,PR,[-52.73749413 -25.31354546]
117,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,SC,[-50.53985002 -26.38321483]
118,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,SP,[-45.00997438 -21.64098189]
119,318,Fauna,Peixes Continentais,Rivulidae,Austrolebias adloffi,Peixe-anual,Em Perigo (EN),EN,Pampa,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,RS,RS,[-52.28682863 -32.32166229]
120,319,Fauna,Peixes Continentais,Rivulidae,Austrolebias alexandri,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS,[-53.17011107 -25.72457468]
121,320,Fauna,Peixes Continentais,Rivulidae,Austrolebias arachan,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Não,Não,1.0,Não,RS,RS,[-48.77250335 -27.00294891]
122,321,Fauna,Peixes Continentais,Rivulidae,Austrolebias carvalhoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,PR; SC,PR,[-51.61616838 -21.40066606]
123,321,Fauna,Peixes Continentais,Rivulidae,Austrolebias carvalhoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,PR; SC,SC,[-52.80366394 -26.86118278]
124,322,Fauna,Peixes Continentais,Rivulidae,Austrolebias charrua,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS,[-52.26011293 -32.10749912]
125,323,Fauna,Peixes Continentais,Rivulidae,Austrolebias cheradophilus,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Não,RS,RS,[-49.92431405 -29.00013359]
126,324,Fauna,Peixes Continentais,Rivulidae,Austrolebias cyaneus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica; Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS,[-50.20848746 -30.23714177]
127,325,Fauna,Peixes Continentais,Rivulidae,Austrolebias ibicuiensis,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS,[-50.26081596 -30.89037539]
128,326,Fauna,Peixes Continentais,Rivulidae,Austrolebias jaegari,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Não,Não,1.0,Sim,RS,RS,[-56.1765334 -29.6950331]
129,327,Fauna,Peixes Continentais,Rivulidae,Austrolebias juanlangi,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS,[-51.74483395 -31.86365858]
130,328,Fauna,Peixes Continentais,Rivulidae,Austrolebias litzi,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Mineracao,Não,Não,Não,1.0,Sim,RS,RS,[-50.11131634 -27.2857737 ]
131,329,Fauna,Peixes Continentais,Rivulidae,Austrolebias luteoflammulatus,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS,[-48.21240356 -27.95531415]
132,330,Fauna,Peixes Continentais,Rivulidae,Austrolebias melanoorus,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Mineracao; Poluição,Não,Não,Não,1.0,Não,RS,RS,[-51.42338078 -30.95448773]
133,331,Fauna,Peixes Continentais,Rivulidae,Austrolebias minuano,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte,Não,Sim,Não,1.0,Sim,RS,RS,[-49.74989307 -29.39957758]
134,332,Fauna,Peixes Continentais,Rivulidae,Austrolebias nachtigalli,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Não,Não,1.0,Sim,RS,RS,[-53.36497919 -26.51728297]
135,333,Fauna,Peixes Continentais,Rivulidae,Austrolebias nigrofasciatus,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte,Não,Sim,Não,1.0,Sim,RS,RS,[-50.0419993  -29.41455321]
136,334,Fauna,Peixes Continentais,Rivulidae,Austrolebias paucisquama,Peixe-anual,Vulnerável (VU),VU,Pampa,Agropecuária; Outras Atividades Econômicas:Transporte,Não,Não,Não,1.0,Sim,RS,RS,[-53.61190883 -27.55063695]
137,335,Fauna,Peixes Continentais,Rivulidae,Austrolebias periodicus,Peixe-anual,Vulnerável (VU),VU,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS,[-49.31467095 -27.5320839 ]
138,336,Fauna,Peixes Continentais,Rivulidae,Austrolebias prognathus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Não,RS,RS,[-50.32119599 -30.19804734]
139,337,Fauna,Peixes Continentais,Rivulidae,Austrolebias univentripinnis,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RS,RS,[-55.23643722 -28.13001111]
140,338,Fauna,Peixes Continentais,Rivulidae,Austrolebias varzeae,Peixe-anual,Vulnerável (VU),VU,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia,Não,Não,Não,1.0,Sim,RS,RS,[-50.06041547 -28.50088207]
141,339,Fauna,Peixes Continentais,Rivulidae,Austrolebias vazferreirai,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Mineracao,Não,Não,Não,1.0,Não,RS,RS,[-49.54024235 -28.29187539]
142,340,Fauna,Peixes Continentais,Rivulidae,Austrolebias wolterstorffi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica; Pampa,Agropecuária; Assentamento Humano:cidades,Não,Sim,Não,1.0,Não,RS,RS,[-49.53403068 -28.2027207 ]
143,364,Fauna,Peixes Continentais,Pimelodidae,Bagropsis reinhardti,Bagre ,Vulnerável (VU),VU,Cerrado,Mineracao; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,MG,MG,[-46.77403615 -17.68374164]
144,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,GO,[-45.81257552 -15.52350888]
145,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,MA,[-43.94033364  -5.70653239]
146,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,MT,[-58.18242409  -6.87198848]
147,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,PA,[-53.713995    2.0408158]
148,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,TO,[-46.92596923 -11.7652821 ]
149,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,GO,[-51.18262104 -18.21334947]
150,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,PA,[-56.39544137  -0.85235044]
151,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,TO,[-45.29820993 -11.09210095]
152,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,ES,[-40.1731882  -16.27932578]
153,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,RJ,[-39.97188633 -21.70953526]
154,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,SP,[-43.62117095 -22.22162037]
155,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,PR,[-49.18054246 -24.19581109]
156,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,SC,[-47.67409549 -26.78175207]
157,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,RS,[-56.50064315 -27.8612564 ]
158,466,Fauna,Peixes Continentais,Hypopomidae,Brachyhypopomus jureiae,Tuvira-da-juréia,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Sim,Sim,Não,2.0,Sim,SP,SP,[-47.89309375 -21.25441312]
159,494,Fauna,Peixes Continentais,Characidae,Brycon devillei,Piabinha,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Assentamento Humano:cidades; Poluição; Poluição Assoreamento,Não,Sim,Não,1.0,Sim,BA; MG,BA,[-40.60946212 -13.77185984]
160,494,Fauna,Peixes Continentais,Characidae,Brycon devillei,Piabinha,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Assentamento Humano:cidades; Poluição; Poluição Assoreamento,Não,Sim,Não,1.0,Sim,BA; MG,MG,[-40.38978529 -15.73844777]
161,495,Fauna,Peixes Continentais,Characidae,Brycon gouldingi,"Matrinxã, Piabanha ",Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,GO; MT; PA; TO,GO,[-49.49211702 -10.9701046 ]
162,495,Fauna,Peixes Continentais,Characidae,Brycon gouldingi,"Matrinxã, Piabanha ",Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,GO; MT; PA; TO,MT,[-60.5977289   -9.17853727]
163,495,Fauna,Peixes Continentais,Characidae,Brycon gouldingi,"Matrinxã, Piabanha ",Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,GO; MT; PA; TO,PA,[-56.70715971   2.26554228]
164,495,Fauna,Peixes Continentais,Characidae,Brycon gouldingi,"Matrinxã, Piabanha ",Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,GO; MT; PA; TO,TO,[-49.67675831 -11.38169028]
165,496,Fauna,Peixes Continentais,Characidae,Brycon insignis,Piabanha,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,ES; RJ; SP,ES,[-40.74076767 -19.5747197 ]
166,496,Fauna,Peixes Continentais,Characidae,Brycon insignis,Piabanha,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,ES; RJ; SP,RJ,[-42.89080836 -22.57730412]
167,496,Fauna,Peixes Continentais,Characidae,Brycon insignis,Piabanha,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,ES; RJ; SP,SP,[-43.81505455 -21.8861434 ]
168,497,Fauna,Peixes Continentais,Characidae,Brycon nattereri,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MG; MS; PR; SP,GO,[-47.17631947 -12.2095909 ]
169,497,Fauna,Peixes Continentais,Characidae,Brycon nattereri,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MG; MS; PR; SP,MG,[-39.22790971 -17.97238068]
170,497,Fauna,Peixes Continentais,Characidae,Brycon nattereri,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MG; MS; PR; SP,MS,[-51.9034452  -21.64717261]
171,497,Fauna,Peixes Continentais,Characidae,Brycon nattereri,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MG; MS; PR; SP,PR,[-47.8356211  -23.91585071]
172,497,Fauna,Peixes Continentais,Characidae,Brycon nattereri,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MG; MS; PR; SP,SP,[-44.86429546 -22.07542402]
173,498,Fauna,Peixes Continentais,Characidae,Brycon opalinus,Pirapitinga,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição; Poluição Assoreamento,Não,Sim,Não,1.0,Sim,SP,SP,[-46.23745054 -18.87233629]
174,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,GO,[-46.01350033 -16.28210108]
175,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,MG,[-46.69356962 -18.19254557]
176,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,MS,[-52.11343785 -22.01108648]
177,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,PR,[-52.72584852 -23.73626123]
178,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,RS,[-52.732665   -31.03946797]
179,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,SC,[-47.35881668 -24.32259891]
180,499,Fauna,Peixes Continentais,Characidae,Brycon orbignyanus,Piracanjuba,Em Perigo (EN),EN,Cerrado; Mata Atlântica; Pampa;,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não,GO; MG; MS; PR; RS; SC; SP,SP,[-48.5797295  -22.78678434]
181,500,Fauna,Peixes Continentais,Characidae,Brycon vermelha,Vermelha,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,ES; MG,ES,[-40.62615844 -20.5868325 ]
182,500,Fauna,Peixes Continentais,Characidae,Brycon vermelha,Vermelha,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,ES; MG,MG,[-43.17713267 -13.99792211]
183,501,Fauna,Peixes Continentais,Characidae,Bryconamericus lambari,Lambari,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Não,Sim,Não,1.0,Sim,RS,RS,[-51.20871994 -30.74503051]
184,579,Fauna,Peixes Continentais,Rivulidae,Campellolebias brucei,Peixe-anual,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,SC,SC,[-52.86777956 -25.43484189]
185,580,Fauna,Peixes Continentais,Rivulidae,Campellolebias chrysolineatus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Não,Sim,Não,1.0,Sim,SC,SC,[-47.61789826 -25.63391548]
186,581,Fauna,Peixes Continentais,Rivulidae,Campellolebias dorsimaculatus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,SP,SP,[-48.02762849 -23.35254885]
