,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y,lats_longs_animals
736,1731,Fauna,Peixes Marinhos,Malacanthidae,Lopholatilus villarii,Peixe-batata,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,4.0,Não,AL; BA; ES; PE; PB; PR; RJ; RS; SC; SE; SP,SC,[-52.79788206 -25.56648399]
737,1731,Fauna,Peixes Marinhos,Malacanthidae,Lopholatilus villarii,Peixe-batata,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,4.0,Não,AL; BA; ES; PE; PB; PR; RJ; RS; SC; SE; SP,SE,[-35.31279075  -9.9920559 ]
738,1731,Fauna,Peixes Marinhos,Malacanthidae,Lopholatilus villarii,Peixe-batata,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,4.0,Não,AL; BA; ES; PE; PB; PR; RJ; RS; SC; SE; SP,SP,[-46.04623124 -22.8117525 ]
739,1733,Fauna,Peixes Continentais,Loricariidae,Loricaria coximensis,Desconhecido,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MS,MS,[-55.97172038 -20.82183403]
740,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL,[-34.3010707   -8.35928584]
741,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AP,[-49.77169731   4.8448931 ]
742,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA,[-38.3264555  -12.31044957]
743,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE,[-39.34775863  -3.27932324]
744,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES,[-40.2474124  -19.73739386]
745,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA,[-45.79444774  -2.97952614]
746,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PA,[-51.84419391   3.10669962]
747,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB,[-35.27488112  -7.29867931]
748,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE,[-34.24164555  -6.78006515]
749,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI,[-45.21687094 -10.1423557 ]
750,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR,[-46.95908809 -22.72560293]
751,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ,[-42.37277388 -21.0992581 ]
752,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN,[-36.47545187  -4.76336352]
753,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC,[-47.6972256  -25.70176475]
754,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE,[-36.71446875 -10.79917711]
755,1734,Fauna,Invertebrados Aquáticos,Luidiidae,Luidia senegalensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP,[-43.77397856 -22.56155752]
756,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL,[-36.83617804  -7.6701459 ]
757,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AP,[-52.59684198   3.10239929]
758,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA,[-42.46308384 -14.31244689]
759,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE,[-40.62113275  -3.08657493]
760,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES,[-39.9790826  -20.45792233]
761,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA,[-44.1643904   -8.33811678]
762,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PA,[-48.45648949  -8.83386053]
763,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB,[-36.27208263  -7.67581347]
764,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE,[-34.64010435  -7.51061291]
765,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI,[-43.62754132  -7.34184016]
766,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR,[-53.50175445 -24.72090828]
767,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ,[-41.52956699 -19.2794545 ]
768,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN,[-36.11696487  -5.71206267]
769,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC,[-52.1741942  -26.51982713]
770,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE,[-35.48566699 -10.79362976]
771,1739,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus cyanopterus,Caranha,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP,[-48.24515761 -23.09551358]
772,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,AP,[-48.63022131   2.71547302]
773,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,CE,[-40.62750023  -4.71882115]
774,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,MA,[-46.99573478  -3.15204401]
775,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,PA,[-46.45900589   0.75157937]
776,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,PI,[-43.66802343  -8.88964069]
777,1740,Fauna,Peixes Marinhos,Lutjanidae,Lutjanus purpureus,Pargo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AP; CE; MA; PA; PI; RN,RN,[-34.18448924  -4.23854021]
778,1780,Fauna,Invertebrados Aquáticos,Lymnaeidae,Lymnaea rupestris,Caramujo-de-água-doce,Vulnerável (VU),VU,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,SC,SC,[-46.85465815 -25.3046855 ]
779,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,AL,[-36.22016389  -8.59913872]
780,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,BA,[-36.08420964  -8.21032976]
781,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,CE,[-38.19050148  -6.89352099]
782,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,ES,[-39.4677567  -19.68540796]
783,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,PB,[-35.95174559  -4.58971913]
784,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,PE,[-37.39970385  -6.5862974 ]
785,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,PR,[-48.42608396 -22.79984322]
786,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,RJ,[-40.61455593 -20.5060606 ]
787,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,RN,[-35.17116697  -3.69893096]
788,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,RS,[-50.81878575 -30.80142449]
789,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,SC,[-52.18269204 -27.04290905]
790,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,SE,[-37.09321973  -9.09170408]
791,1783,Fauna,Invertebrados Aquáticos,Toxopneustidae,Lytechinus variegatus,Ouriço-lilás,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas,Sim,Sim,Não,2.0,Não,AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP,SP,[-43.32967363 -22.69989513]
792,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,AP,[-52.63713703   2.57791077]
793,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,AL,[-35.11327379  -6.89284752]
794,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,BA,[-41.16435812  -7.77727966]
795,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,CE,[-37.64590102  -7.1848418 ]
796,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,ES,[-39.29806012 -16.61583147]
797,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,MA,[-44.80673959   0.22138165]
798,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,PA,[-55.70053536   3.65589105]
799,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,PB,[-34.47979485  -6.00397076]
800,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,PE,[-39.58235194  -7.53413488]
801,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,PI,[-40.04315799  -2.68282265]
802,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,PR,[-46.69948638 -24.9074343 ]
803,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,RN,[-33.82226088  -5.61119268]
804,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,RJ,[-41.41951033 -22.5640321 ]
805,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,RS,[-49.32328546 -26.50384075]
806,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,SE,[-36.28582276 -10.3963386 ]
807,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,SC,[-50.64752763 -27.03764208]
808,1794,Fauna,Peixes Marinhos,Istiophoridae,Makaira nigricans,Marlin-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP,SP,[-46.06245287 -20.54940112]
809,1795,Fauna,Peixes Marinhos,Labrisomidae,Malacoctenus brunoi,Desconhecido,Vulnerável (VU),VU,Marinho,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,3.0,Sim,ES,ES,[-38.95439841 -17.32069973]
810,1804,Fauna,Peixes Marinhos,Mobulidae,Manta birostris,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,BA; ES; PE; RS; SC,BA,[-37.9263235   -7.76826062]
811,1804,Fauna,Peixes Marinhos,Mobulidae,Manta birostris,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,BA; ES; PE; RS; SC,ES,[-40.38822954 -20.66488475]
812,1804,Fauna,Peixes Marinhos,Mobulidae,Manta birostris,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,BA; ES; PE; RS; SC,PE,[-34.31029355  -7.32599382]
