,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y
914,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,RJ
915,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,RN
916,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,RS
917,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,SC
918,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,SE
919,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,SP
920,2047,Fauna,Peixes Marinhos,Triakidae,Mustelus fasciatus,Cação-listrado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,RS,RS
921,2048,Fauna,Peixes Marinhos,Triakidae,Mustelus schmitti,Tubarão-bico-doce-pintado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,PR; RJ; RS; SC; SP ,PR
922,2048,Fauna,Peixes Marinhos,Triakidae,Mustelus schmitti,Tubarão-bico-doce-pintado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,PR; RJ; RS; SC; SP ,RJ
923,2048,Fauna,Peixes Marinhos,Triakidae,Mustelus schmitti,Tubarão-bico-doce-pintado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,PR; RJ; RS; SC; SP ,RS
924,2048,Fauna,Peixes Marinhos,Triakidae,Mustelus schmitti,Tubarão-bico-doce-pintado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,PR; RJ; RS; SC; SP ,SC
925,2048,Fauna,Peixes Marinhos,Triakidae,Mustelus schmitti,Tubarão-bico-doce-pintado,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,PR; RJ; RS; SC; SP ,SP
926,2051,Fauna,Invertebrados Aquáticos,Mycetopodidae,Mycetopoda legumen,Faquinha-arredondada,Em Perigo (EN),EN,Mata Atlântica; Pampa; Pantanal,Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia; Poluição,Sim,Não,Não,2.0,Não,RS,RS
927,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL
928,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA
929,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE
930,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES
931,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA
932,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB
933,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE
934,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI
935,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR
936,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ
937,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN
938,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC
939,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE
940,2052,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca bonaci,Sirigado ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP
941,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,AL
942,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,BA
943,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,CE
944,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,ES
945,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,MA
946,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PB
947,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PE
948,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PI
949,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,PR
950,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RJ
951,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,RN
952,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SC
953,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SE
954,2053,Fauna,Peixes Marinhos,Epinephelidae,Mycteroperca interstitialis,Badejo-amarelo,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP,SP
955,2054,Fauna,Peixes Continentais,Characidae,Mylesinus paucisquamatus,"Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha",Em Perigo (EN),EN,Amazônia; Cerrado,Mineracao; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; PA; TO,GO
956,2054,Fauna,Peixes Continentais,Characidae,Mylesinus paucisquamatus,"Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha",Em Perigo (EN),EN,Amazônia; Cerrado,Mineracao; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; PA; TO,PA
957,2054,Fauna,Peixes Continentais,Characidae,Mylesinus paucisquamatus,"Pacu, Pacu-dente-seco, Pacu de cachoeira, Curupeté, Pacu borracha",Em Perigo (EN),EN,Amazônia; Cerrado,Mineracao; Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; PA; TO,TO
958,2055,Fauna,Peixes Continentais,Serrasalmidae,Myleus tiete,Pacu-prata ,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Outras Atividades Econômicas:Energia; Poluição,Sim,Sim,Não,2.0,Não, PR,PR
959,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,ES
960,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,PR
961,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,RJ
962,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,RS
963,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,SC
964,2056,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis freminvillii,Raia-amarela,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,SP
965,2057,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis goodei,Raia-sapo,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,PR; RJ; RS; SC; SP,PR
966,2057,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis goodei,Raia-sapo,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,PR; RJ; RS; SC; SP,RJ
967,2057,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis goodei,Raia-sapo,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,PR; RJ; RS; SC; SP,RS
968,2057,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis goodei,Raia-sapo,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,PR; RJ; RS; SC; SP,SC
969,2057,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis goodei,Raia-sapo,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,PR; RJ; RS; SC; SP,SP
970,2058,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis ridens,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,RS; SC,RS
971,2058,Fauna,Peixes Marinhos,Myliobatidae,Myliobatis ridens,Raia-manteiga,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,RS; SC,SC
972,2095,Fauna,Peixes Marinhos,Myxinidae,Myxine sotoi,Peixe-bruxa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Não,Não,Não,1.0,Sim,RJ; SP; PR; SC,RJ
973,2095,Fauna,Peixes Marinhos,Myxinidae,Myxine sotoi,Peixe-bruxa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Não,Não,Não,1.0,Sim,RJ; SP; PR; SC,SP
974,2095,Fauna,Peixes Marinhos,Myxinidae,Myxine sotoi,Peixe-bruxa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Não,Não,Não,1.0,Sim,RJ; SP; PR; SC,PR
975,2095,Fauna,Peixes Marinhos,Myxinidae,Myxine sotoi,Peixe-bruxa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Não,Não,Não,1.0,Sim,RJ; SP; PR; SC,SC
976,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AL
977,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AP
978,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,BA
979,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE
980,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES
981,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA
982,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA
983,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB
984,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE
985,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI
986,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR
987,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ
988,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN
989,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS
990,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC
991,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
992,2101,Fauna,Peixes Marinhos,Carcharhinidae,Negaprion brevirostris,Tubarão-limão,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição,Sim,Sim,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
993,2103,Fauna,Peixes Continentais,Rivulidae,Nematolebias catimbau,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Não,Não,Não,1.0,Sim,RJ,RJ
994,2104,Fauna,Peixes Continentais,Rivulidae,Nematolebias papilliferus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ,RJ
995,2105,Fauna,Peixes Continentais,Rivulidae,Nematolebias whitei,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,RJ,RJ
996,2123,Fauna,Peixes Continentais,Loricariidae,Neoplecostomus botucatu,Cascudo,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano:cidades,Sim,Não,Não,2.0,Sim,SP,SP
997,2124,Fauna,Peixes Continentais,Loricariidae,Neoplecostomus selenae,Cascudo,Em Perigo (EN),EN,Mata Atlântica,Mineracao; Poluição,Não,Sim,Não,1.0,Sim,SP,SP
998,2155,Fauna,Peixes Continentais,Rivulidae,Notholebias cruzi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Sim,Sim,Não,2.0,Sim,RJ,RJ
999,2156,Fauna,Peixes Continentais,Rivulidae,Notholebias fractifasciatus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,RJ,RJ
1000,2157,Fauna,Peixes Continentais,Rivulidae,Notholebias minimus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,RJ,RJ
1001,2158,Fauna,Peixes Continentais,Rivulidae,Notholebias vermiculatus,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Transporte,Não,Não,Não,1.0,Sim,RJ,RJ
1002,2163,Fauna,Peixes Marinhos,Hexanchidae,Notorynchus cepedianus,Cação-bruxa,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não, PR; RJ; RS; SC; SP,PR
1003,2163,Fauna,Peixes Marinhos,Hexanchidae,Notorynchus cepedianus,Cação-bruxa,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não, PR; RJ; RS; SC; SP,RJ
1004,2163,Fauna,Peixes Marinhos,Hexanchidae,Notorynchus cepedianus,Cação-bruxa,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não, PR; RJ; RS; SC; SP,RS
1005,2163,Fauna,Peixes Marinhos,Hexanchidae,Notorynchus cepedianus,Cação-bruxa,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não, PR; RJ; RS; SC; SP,SC
1006,2163,Fauna,Peixes Marinhos,Hexanchidae,Notorynchus cepedianus,Cação-bruxa,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não, PR; RJ; RS; SC; SP,SP
1007,2193,Fauna,Peixes Continentais,Atherinopsidae,Odontesthes bicudo,Peixe-rei,Em Perigo (EN),EN,Mata Atlântica; Pampa,Outras Atividades Econômicas: Barrages Abastecimento/Drenagem,Não,Não,Não,1.0,Sim,RS,RS
1008,2200,Fauna,Invertebrados Aquáticos,Olividae,Olivancillaria contortuplicata,Desconhecido,Criticamente em Perigo (CR),CR,Marinho,Assentamento Humano:cidades; Poluição,Não,Não,Não,1.0,Não,RS,RS
