,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y
816,1807,Fauna,Peixes Continentais,Rivulidae,Maratecoara splendida,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,TO,TO
817,1844,Fauna,Peixes Continentais,Apteronotidae,Megadontognathus kaitukaensis,Desconhecido,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PA,PA
818,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,AL
819,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,AP
820,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,BA
821,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,CE
822,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,MA
823,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,PA
824,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,PB
825,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,PE
826,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,PI
827,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,RN
828,1847,Fauna,Peixes Marinhos,Megalopidae,Megalops atlanticus,Amaripim,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE,SE
829,1848,Fauna,Peixes Continentais,Crenuchidae,Melanocharacidium nigrum,Piaba,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,AM; RR,AM
830,1848,Fauna,Peixes Continentais,Crenuchidae,Melanocharacidium nigrum,Piaba,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,AM; RR,RR
831,1855,Fauna,Peixes Continentais,Rivulidae,Melanorivulus crixas,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
832,1856,Fauna,Peixes Continentais,Rivulidae,Melanorivulus illuminatus,Peixe-anual,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
833,1857,Fauna,Peixes Continentais,Rivulidae,Melanorivulus karaja,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,TO,TO
834,1858,Fauna,Peixes Continentais,Rivulidae,Melanorivulus kayapo,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
835,1859,Fauna,Peixes Continentais,Rivulidae,Melanorivulus kunzei,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
836,1860,Fauna,Peixes Continentais,Rivulidae,Melanorivulus litteratus,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,MT,MT
837,1861,Fauna,Peixes Continentais,Rivulidae,Melanorivulus pindorama,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,TO,TO
838,1862,Fauna,Peixes Continentais,Rivulidae,Melanorivulus pinima,Peixe-anual,Em Perigo (EN),EN,Cerrado,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,GO,GO
839,1863,Fauna,Peixes Continentais,Rivulidae,Melanorivulus planaltinus,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO; TO,GO
840,1863,Fauna,Peixes Continentais,Rivulidae,Melanorivulus planaltinus,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO; TO,TO
841,1864,Fauna,Peixes Continentais,Rivulidae,Melanorivulus rubromarginatus,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
842,1865,Fauna,Peixes Continentais,Rivulidae,Melanorivulus rutilicaudus,Peixe-anual,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
843,1866,Fauna,Peixes Continentais,Rivulidae,Melanorivulus salmonicaudus,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
844,1867,Fauna,Peixes Continentais,Rivulidae,Melanorivulus scalaris,Peixe-anual,Em Perigo (EN),EN,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,MS,MS
845,1868,Fauna,Peixes Continentais,Rivulidae,Melanorivulus ubirajarai,Desconhecido,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO
846,1869,Fauna,Peixes Continentais,Rivulidae,Melanorivulus vittatus,Peixe-anual,Em Perigo (EN),EN,Cerrado; Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,GO,GO
847,1927,Fauna,Peixes Continentais,Trichomycteridae,Microcambeva draco,Desconhecido,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Poluição Assoreamento,Não,Sim,Não,1.0,Sim,BA,BA
848,1928,Fauna,Peixes Continentais,Pseudopimelodidae,Microglanis robustus,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,PA,PA
849,1929,Fauna,Peixes Marinhos,Syngnathidae,Micrognathus erugatus,Desconhecido,Criticamente em Perigo (CR),CR,Marinho,Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo; Poluição,Não,Sim,Sim,2.0,Sim,BA,BA
850,1930,Fauna,Peixes Continentais,Loricariidae,Microlepidogaster perforatus,Cascudinho,Criticamente em Perigo (CR),CR,Cerrado; Mata Atlântica,Assentamento Humano:cidades; Poluição,Não,Sim,Não,1.0,Sim, MG,MG
851,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,AL
852,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,BA
853,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,CE
854,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,ES
855,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,MA
856,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,PE
857,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,PI
858,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,RN
859,1942,Fauna,Peixes Marinhos,Pomacentridae,Microspathodon chrysurus,Donzela-azul ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais,Sim,Sim,Sim,2.0,Não,AL; BA; CE; ES; MA; PE; PI; RN; SE,SE
860,1965,Fauna,Invertebrados Aquáticos,Milleporidae,Millepora laboreli,Desconhecido,Vulnerável (VU),VU,Marinho,Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,MA,MA
861,1967,Fauna,Peixes Continentais,Characidae,Mimagoniates lateralis,Lambari-azul-listrado,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,3.0,Sim,PR; SC; SP,PR
862,1967,Fauna,Peixes Continentais,Characidae,Mimagoniates lateralis,Lambari-azul-listrado,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,3.0,Sim,PR; SC; SP,SC
863,1967,Fauna,Peixes Continentais,Characidae,Mimagoniates lateralis,Lambari-azul-listrado,Vulnerável (VU),VU,Mata Atlântica,Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,3.0,Sim,PR; SC; SP,SP
864,1968,Fauna,Peixes Continentais,Characidae,Mimagoniates sylvicola,Piaba,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Sim,Sim,Sim,2.0,Sim,BA; ES,BA
865,1968,Fauna,Peixes Continentais,Characidae,Mimagoniates sylvicola,Piaba,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Sim,Sim,Sim,2.0,Sim,BA; ES,ES
866,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AL
867,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AP
868,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,BA
869,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE
870,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES
871,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA
872,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA
873,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB
874,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE
875,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI
876,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR
877,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ
878,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN
879,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS
880,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC
881,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
882,2014,Fauna,Peixes Marinhos,Mobulidae,Mobula hypostoma,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
883,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,AL
884,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,BA
885,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,CE
886,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,ES
887,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,PB
888,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,PE
889,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,RJ
890,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,RN
891,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,SE
892,2015,Fauna,Peixes Marinhos,Mobulidae,Mobula japanica,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP,SP
893,2016,Fauna,Peixes Marinhos,Mobulidae,Mobula rochebrunei,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Não,Sim,Sim,2.0,Não,PR; SP,PR
894,2016,Fauna,Peixes Marinhos,Mobulidae,Mobula rochebrunei,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Não,Sim,Sim,2.0,Não,PR; SP,SP
895,2017,Fauna,Peixes Marinhos,Mobulidae,Mobula tarapacana,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA; PE; SP,BA
896,2017,Fauna,Peixes Marinhos,Mobulidae,Mobula tarapacana,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA; PE; SP,PE
897,2017,Fauna,Peixes Marinhos,Mobulidae,Mobula tarapacana,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,BA; PE; SP,SP
898,2018,Fauna,Peixes Marinhos,Mobulidae,Mobula thurstoni,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,CE; SP,CE
899,2018,Fauna,Peixes Marinhos,Mobulidae,Mobula thurstoni,Raia-manta,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,CE; SP,SP
900,2019,Fauna,Peixes Continentais,Rivulidae,Moema piriana,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Agropecuária,Não,Não,Não,1.0,Sim,PA,PA
901,2044,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia braziliensis,Coral-cérebro-da-bahia,Vulnerável (VU),VU,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,BA; ES,BA
902,2044,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia braziliensis,Coral-cérebro-da-bahia,Vulnerável (VU),VU,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,BA; ES,ES
903,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,AL
904,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,BA
905,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,CE
906,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,ES
907,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,PB
908,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,PE
909,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,PI
910,2045,Fauna,Invertebrados Aquáticos,Mussidae,Mussismilia harttii,Coral-vela,Em Perigo (EN),EN,Marinho,Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento,Sim,Sim,Não,2.0,Sim,AL; BA; CE; ES; PB; PE; PI; RN,RN
911,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,CE
912,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,MA
913,2046,Fauna,Peixes Marinhos,Triakidae,Mustelus canis,Boca-de-velha,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,3.0,Não,CE; MA; PE; RJ; RN; RS; SC; SE; SP,PE
